LD1, LD2,class
2.208901,2.539031,0.0
2.101113,3.414739,0.0
1.917046,4.088732,0.0
2.151604,2.549633,0.0
2.147257,3.707798,0.0
2.38745,2.795063,0.0
4.127751,2.820063,0.0
3.39983,1.599275,0.0
1.588617,1.804517,0.0
2.323848,2.382386,0.0
3.251172,1.781741,0.0
3.226736,3.015297,0.0
2.47268,2.191486,0.0
3.197569,4.057845,0.0
4.760672,4.384099,0.0
4.172664,4.329545,0.0
2.754941,3.079482,0.0
1.544366,2.529479,0.0
0.921894,3.156154,0.0
0.801257,2.868214,0.0
1.517852,3.773226,0.0
1.8529,3.635038,0.0
0.545938,3.488001,0.0
1.968226,3.721054,0.0
1.675318,3.478122,0.0
1.189829,3.220126,0.0
1.981128,3.622509,0.0
2.446166,4.738294,0.0
1.629761,3.167635,0.0
1.406771,3.977745,0.0
2.693109,4.02223,0.0
3.059436,3.555115,0.0
2.216049,3.187127,0.0
3.025083,4.068414,0.0
2.620381,5.376342,0.0
2.449839,4.023945,0.0
1.268763,3.79254,0.0
1.949972,4.887245,0.0
1.732426,3.543779,0.0
2.272969,5.064696,0.0
2.454225,4.132463,0.0
1.299092,3.578322,0.0
2.844476,4.776304,0.0
2.736446,5.143249,0.0
2.283764,4.869496,0.0
1.583241,4.818552,0.0
1.641886,4.431101,0.0
1.881751,4.407666,0.0
1.448101,4.470505,0.0
2.203888,4.084054,0.0
2.01512,3.477988,0.0
1.519468,3.46446,0.0
0.838197,3.613786,0.0
1.824922,3.360725,0.0
1.145527,4.388811,0.0
1.863862,4.564567,0.0
1.312129,4.173506,0.0
1.909712,3.985739,0.0
2.321851,4.17718,0.0
1.918692,4.430903,0.0
2.478447,4.792411,0.0
2.372812,3.718082,0.0
