PC1,PC2,class
2.6304435467045613,2.1478961628257505,0.0
5.056005430431174,2.479770969439866,0.0
4.181260802616286,1.2846790874260832,0.0
2.658394764456404,2.7343308913640536,0.0
3.0294108335884014,2.3607083054847995,0.0
5.22630884881219,3.257598439301203,0.0
1.0691869889931336,1.272003723548503,0.0
3.0853753447666983,1.0104632557984083,0.0
4.786974193264481,1.4455269662972332,0.0
2.4159176766041592,0.6526347944879095,0.0
3.563685900467088,1.199046595081049,0.0
2.4834392439257122,0.08217431440611343,0.0
1.9479411941212017,0.8624295705888214,0.0
2.794022319441484,1.031945659563313,0.0
1.8665236952812656,0.6767806551982645,0.0
3.2358349073430244,0.039031120742332885,0.0
3.0931131451138922,1.129943372005258,0.0
1.9578535924066465,0.9688786738081951,0.0
3.4182715147786236,1.7766766629627588,0.0
2.0266431253511596,0.2088116170705277,0.0
2.87280342328558,0.9242186364776146,0.0
3.0405213867282974,-0.1228408238189202,0.0
2.8323209118623205,0.9855594949413914,0.0
2.79433197452043,0.8693449360075244,0.0
2.5772180812866843,0.8589109395936118,0.0
3.7128253995719414,0.5725593426007352,0.0
2.6226761298480272,0.16393200625843268,0.0
2.884048131397855,-0.019288681946622758,0.0
3.2814740665674598,1.4942568599812522,0.0
2.5237098850750974,1.300287663593038,0.0
1.377048811897332,-0.1250223922998521,0.0
2.5333798245920396,1.186759921911139,0.0
1.9884235424200052,-0.5333674142762567,0.0
1.1240998319592868,-0.2664778566320477,0.0
1.9682883643109268,0.7533723220101936,0.0
1.657474316887263,0.8018475785938759,0.0
0.9930945202670797,0.5157073965504398,0.0
1.0175212587543643,0.2127309560102244,0.0
1.0028148305300186,0.4041506933506968,0.0
1.4210298109299278,-0.28463129385532865,0.0
1.2758309318668821,0.23794983861976046,0.0
1.3806100421736203,1.2992657348073227,0.0
-0.01547384849390864,0.3339119509939222,0.0
0.9763409493251817,0.5195528041993893,0.0
0.40088655472345824,-0.09238757146509327,0.0
2.111982573241022,0.03264813295010863,0.0
1.3725269176159975,0.15216210343887454,0.0
3.5466789497560494,0.9788032473846889,0.0
2.8597060331383943,0.19883984857891443,0.0
1.2531129765120987,-0.28356895142273725,0.0
2.067642744671155,0.2703811397655591,0.0
1.8814749418592336,0.366007492677788,0.0
2.0346754305292087,-0.38888248537736414,0.0
1.9308844385869708,-0.22094270340046684,0.0
2.760414342405027,-0.7093280300905596,0.0
2.9999531102030477,-0.3891006037325089,0.0
2.81152941756304,-0.043498237631155005,0.0
3.2212736053651128,-0.4199449731156216,0.0
3.254233580201974,-0.1689671874602071,0.0
2.4656892095466567,0.08417935232935782,0.0
2.745977317133516,0.4416322303577534,0.0
3.8940972568068473,0.4020466168847013,0.0
4.035252870921053,2.5400555037357164,0.0
3.729704389238376,3.024384713639627,0.0
4.533929819053892,3.9295834810967722,0.0
4.0361736601049625,4.289136212742149,0.0
5.221238711389246,3.836917558081394,0.0
4.722124287338866,3.575208406379113,0.0
6.070548091827472,4.460810832871519,0.0
4.880323418525884,2.522830319349308,0.0
4.0825352876075405,3.5550797883587517,0.0
3.5710536327321285,3.452161451096819,0.0
5.184513678037915,4.545829461146454,0.0
4.020976683107576,3.5242761069119997,0.0
3.311756058579584,3.6342642131241005,0.0
3.3810546730296935,4.260619630347301,0.0
3.217027896868501,3.5584563935241817,0.0
3.075994000695507,2.534248925746874,0.0
3.0353363672490974,3.478941995406859,0.0
4.2752018059521735,4.854557166035875,0.0
2.1989171135378687,3.8333414147671445,0.0
4.291401529324015,5.898422538052633,0.0
3.482470664398334,4.093336899401142,0.0
3.036085582963613,3.355237784352082,0.0
3.7225427503403363,3.458276575253824,0.0
3.842299838548112,3.5769249771304743,0.0
3.9426051460922613,4.687631646174341,0.0
5.344018938597468,4.213233611036635,0.0
1.6973239004762322,3.661395927180041,0.0
3.7360260629355424,4.309657924289365,0.0
5.199512968841925,4.733425654249208,0.0
4.906796846804318,4.635129934299655,0.0
4.225923228588199,4.664450797587541,0.0
5.821495206297849,5.869073723348763,0.0
3.9149425622287537,3.8232864705472367,0.0
5.079799238942521,4.042153740558628,0.0
5.938630706153745,4.6192243020938895,0.0
5.978531748086451,5.566734923647971,0.0
6.592714346036551,5.066312534374453,0.0
6.914361996577847,2.573921695567506,0.0
6.335856613501899,1.7051633218386135,0.0
4.6429880261561705,3.739278355686738,0.0
4.34916727645416,4.692515670418294,0.0
4.636037533245813,3.636689072429333,0.0
5.953550412612737,4.361639065413349,0.0
6.246099696091949,5.515925882245201,0.0
7.323376782963638,4.554539757464128,0.0
5.509957098130003,4.83380097139511,0.0
5.807601034002187,3.7332941122637506,0.0
5.52282402384496,3.142622508418336,0.0
6.462897486405292,5.145938950295338,0.0
6.999165905021977,7.697671533822664,0.0
4.362566154924009,5.91452571586654,0.0
4.193274172532006,4.730274968450754,0.0
4.620988043607334,5.416155723525118,0.0
5.2070076634702405,3.975425617076482,0.0
5.034798269718621,3.9873842559643107,0.0
5.919816620245327,4.660951633011337,0.0
5.960344368994752,5.249225399214004,0.0
6.118600168317471,4.019367414932511,0.0
5.892532798945059,5.932292276716288,0.0
5.219468597413433,5.686867452057833,0.0
5.926241432280995,5.959380336162489,0.0
6.3097079859184495,4.815955056745278,0.0
6.318216223982312,4.966005466712112,0.0
4.533118577574399,2.995555592819521,0.0
4.662811900364088,3.4801357858547637,0.0
5.141495326454833,0.2535428175463858,0.0
5.120399004931751,-0.11642414094745875,0.0
4.4262459173756605,-0.11855004628349565,0.0
5.680149800689244,0.029140004182279165,0.0
8.406962001855167,1.5165767332680107,0.0
5.906673966925707,-0.6245769607936886,0.0
5.623414232202523,-0.4730049948460493,0.0
4.943952203837919,-0.7553548775700957,0.0
4.008440184757959,-0.40000389409297255,0.0
3.78309244876906,-0.8828714448965527,0.0
5.26861628358901,0.3241833443297457,0.0
4.602527097877101,-0.3076268678670565,0.0
5.090178546560473,0.42981900224729896,0.0
5.007224942990697,0.9750665555822988,0.0
5.130688225022965,-0.275579995816881,0.0
4.427719019290134,-0.6076365185754011,0.0
5.995063658673691,0.6838481524319417,0.0
5.883260839456844,-0.25700937916144034,0.0
3.902534140106098,-0.557043464281065,0.0
5.347727585640887,0.3944268588675782,0.0
4.331565875089733,0.18699691657238432,0.0
4.248165163423392,-0.09449949047352539,0.0
4.872223473886491,-0.06414786821136448,0.0
3.98071847621966,-0.4850482447196317,0.0
5.267192091302618,-0.3303488519569245,0.0
2.7751204330785857,-1.0487953302534094,0.0
3.237295869942425,-1.3800628098151841,0.0
4.756271359014209,-0.8124162647887706,0.0
4.257744575953526,-1.2790707420368934,0.0
5.22814031017522,-0.766372239805027,0.0
4.614807999066061,-0.5419583727965113,0.0
5.404603324835114,-0.6885261247826722,0.0
4.897167997180298,-0.5139240788674123,0.0
5.038682668383246,-1.148166258569175,0.0
4.935988197866128,0.14081986582605244,0.0
6.305965157609446,-0.04401698788145608,0.0
4.224302835414924,-0.6964419118856581,0.0
5.366215205623701,-1.3418579016333265,0.0
6.128668344155842,-0.5549105374972124,0.0
4.781154849587977,-1.1624123138134597,0.0
4.377957104270282,-1.520168756003038,0.0
6.457352031975913,-0.8458802526878629,0.0
5.979551159314224,-0.6618196011283697,0.0
5.168679150965727,-0.5451264896735232,0.0
5.80898637959985,-0.7939715849469449,0.0
6.232903101910632,-1.3803462988669521,0.0
5.579969929907243,-0.09726711736577592,0.0
4.6802110207780565,-0.16146811533052075,0.0
4.088633800393913,-0.4142627252023146,0.0
5.216674300065233,-0.9765010191550377,0.0
4.620748073107054,-0.9984449005729951,0.0
5.101248562711594,-0.010383950975674896,0.0
4.332817962067091,-0.5698199341250343,0.0
4.445529031824697,0.3366226046607176,0.0
3.819543917612087,-0.7575558965464939,0.0
3.845472204686812,-1.7551973475744627,0.0
3.525065056402464,-1.2217739306564728,0.0
3.4635045437361454,0.12885944339909366,0.0
2.92758066692338,-2.027005625219132,0.0
4.209342288750988,-1.1058633977647938,0.0
4.662545532889585,-1.7414266506559641,0.0
3.1753401004284325,1.8310554383361874,0.0
2.2303189380008592,2.3872918934196745,0.0
3.6324785890963693,1.157995546046695,0.0
4.419757323751822,1.470384014045622,0.0
2.974116914661015,3.0004529269765072,0.0
4.077979968311375,4.398885161168859,0.0
4.062962153203565,3.652223315748385,0.0
3.3729949402433275,2.850354725146401,0.0
3.802985177015382,4.557282034207844,0.0
3.7796550064945573,3.7131834266968764,0.0
4.087939706168679,4.195369222363674,0.0
3.791756841928046,4.175964396168788,0.0
4.059263845065333,4.667510337914137,0.0
5.428390560794281,3.813486675140953,0.0
4.433712956184696,5.052663997535978,0.0
4.386790848213791,4.516511756043239,0.0
4.655052862321303,3.9171801685562437,0.0
6.840191355091428,2.4532134559501593,0.0
5.721170379099378,2.634365731336203,0.0
3.318307758375861,1.6841733525424256,0.0
4.836833782761913,4.435992628020819,0.0
4.93227309315582,2.642320719709392,0.0
4.539670330905029,1.936781821767615,0.0
4.389083934572076,1.247285477546685,0.0
2.9587958500090705,0.4663692838023014,0.0
4.511458107577058,0.6703725326320069,0.0
3.2765580618768433,0.5969107302717269,0.0
4.185870503116595,1.31596655310613,0.0
3.0959234515674643,0.7585623601624047,0.0
3.3374502424892105,4.004711356354204,0.0
1.9387414763094197,2.5560746303495563,0.0
2.182633119051497,3.7228564159973985,0.0
2.4095937608904108,4.670798875117508,0.0
1.5324326747089143,4.106657016922335,0.0
1.7791889570541424,4.217861462596604,0.0
1.460532034332149,3.689171306382969,0.0
0.7055303736132024,3.4764282972772746,0.0
0.9040067470887885,3.5291263777877595,0.0
1.2562742474723994,3.449962894812893,0.0
0.5255944334585576,3.139241662730023,0.0
1.8250613080635605,3.494330651703514,0.0
0.5621204582365296,3.3308103253135757,0.0
