LD1, LD2,class
4.27295,2.271032,0.0
4.591436,0.707619,0.0
4.522071,1.078583,0.0
5.507039,0.855279,0.0
4.260321,1.473902,0.0
3.854031,1.940202,0.0
3.836726,1.185201,0.0
4.02044,2.072485,0.0
4.974316,0.957442,0.0
6.085684,2.949943,0.0
5.495703,1.330825,0.0
3.426521,1.645626,0.0
5.579672,2.408792,0.0
4.890769,1.774211,0.0
4.130526,2.409846,0.0
5.739906,1.767781,0.0
4.738351,1.234,0.0
5.181061,1.208702,0.0
4.732177,1.62623,0.0
5.388727,1.023824,0.0
5.029386,2.432284,0.0
7.45355,0.850707,0.0
5.358533,1.051923,0.0
4.375416,0.422972,0.0
3.960948,0.522877,0.0
3.657092,0.120191,0.0
3.970887,1.878144,0.0
2.845132,3.125545,0.0
3.088541,2.231504,0.0
2.777617,2.597121,0.0
3.220019,2.787952,0.0
2.390888,3.224692,0.0
3.100976,3.420096,0.0
2.476407,2.292806,0.0
1.725795,2.560311,0.0
3.345011,3.016981,0.0
1.129039,5.509519,0.0
1.501166,4.474874,0.0
0.98654,3.945412,0.0
0.970541,4.011184,0.0
1.154636,2.112272,0.0
2.226628,3.116503,0.0
1.338382,2.478851,0.0
1.131922,1.945691,0.0
1.910423,2.106484,0.0
2.320699,2.961898,0.0
2.716623,3.406268,0.0
2.865497,3.117214,0.0
2.781858,3.764203,0.0
2.85437,3.607218,0.0
2.454207,3.305704,0.0
2.893698,3.224072,0.0
3.946568,3.568958,0.0
3.153127,3.830266,0.0
2.480346,3.752176,0.0
2.942633,4.000163,0.0
3.133647,4.45925,0.0
2.659906,4.41916,0.0
3.103282,4.971465,0.0
2.855525,3.727045,0.0
2.884596,5.047022,0.0
1.792049,3.922244,0.0
2.889077,3.865724,0.0
3.599222,4.00079,0.0
2.56205,3.466877,0.0
2.612762,4.214609,0.0
2.510127,4.067437,0.0
2.686033,3.59632,0.0
2.682107,5.114865,0.0
2.243477,4.290353,0.0
2.615683,2.468445,0.0
2.563587,2.901754,0.0
2.525265,2.647239,0.0
2.4587,2.334542,0.0
2.450038,2.472131,0.0
2.349468,2.835076,0.0
2.858482,3.053518,0.0
1.914539,2.676148,0.0
2.765812,1.645767,0.0
2.444659,2.850745,0.0
1.913972,2.273683,0.0
2.312194,2.853372,0.0
2.850642,2.180948,0.0
2.236096,2.518375,0.0
2.49981,2.571476,0.0
1.260947,2.97082,0.0
1.357942,2.371866,0.0
2.891051,3.015936,0.0
2.537115,2.466601,0.0
3.863428,1.600105,0.0
4.641379,2.059722,0.0
3.149323,1.721001,0.0
3.816675,1.737417,0.0
2.505418,2.114912,0.0
2.880363,2.062597,0.0
4.346375,1.228706,0.0
1.903905,1.707571,0.0
2.49882,2.195131,0.0
2.583511,1.683822,0.0
2.177573,2.002492,0.0
2.06612,3.071154,0.0
2.404313,2.543573,0.0
3.020432,3.156598,0.0
3.605691,3.736611,0.0
2.400292,3.469749,0.0
3.337972,2.265833,0.0
3.590286,2.439323,0.0
2.203966,2.677889,0.0
2.027952,2.910724,0.0
2.681349,2.516887,0.0
2.738755,2.25575,0.0
0.968946,1.368656,0.0
2.14688,0.787199,0.0
1.024715,1.296207,0.0
2.098849,1.086359,0.0
1.227773,2.157685,0.0
1.592557,2.543742,0.0
1.025103,1.949422,0.0
1.63766,1.792247,0.0
2.966516,2.07921,0.0
0.63904,2.475829,0.0
1.279869,2.440321,0.0
2.352489,2.664319,0.0
2.754267,2.853267,0.0
1.514776,2.094013,0.0
1.76769,0.89105,0.0
1.730435,1.089486,0.0
1.086385,1.909837,0.0
1.778338,0.556416,0.0
0.981739,2.38405,0.0
0.711409,1.121373,0.0
2.554398,2.339498,0.0
3.309742,1.275407,0.0
1.453193,2.802869,0.0
1.331316,1.753599,0.0
1.406018,2.871211,0.0
1.307646,2.609964,0.0
1.891639,1.490181,0.0
2.226499,1.674156,0.0
1.417577,3.085282,0.0
2.557689,2.440011,0.0
2.499657,3.11657,0.0
2.305517,3.629306,0.0
2.58015,2.442867,0.0
2.608593,3.382832,0.0
3.024506,2.577125,0.0
4.58724,2.584435,0.0
3.803117,1.564812,0.0
1.654368,1.758662,0.0
2.511517,2.146724,0.0
3.695532,1.656225,0.0
3.59108,2.642848,0.0
2.657109,1.926342,0.0
3.63289,3.510647,0.0
4.972775,3.655909,0.0
4.472247,3.711986,0.0
2.939333,2.641182,0.0
1.545794,2.315682,0.0
0.884045,2.864567,0.0
0.771989,2.631441,0.0
1.75745,3.342394,0.0
2.004009,3.236752,0.0
0.664016,3.162114,0.0
2.356716,3.302483,0.0
2.067467,3.081698,0.0
1.199106,2.790003,0.0
2.194167,3.066184,0.0
2.835909,4.026168,0.0
1.859964,2.665376,0.0
1.665025,3.30078,0.0
3.024799,3.400545,0.0
3.510304,2.935719,0.0
2.424146,2.668003,0.0
3.320132,3.305911,0.0
2.848645,4.78034,0.0
2.574215,3.376335,0.0
1.545678,3.180131,0.0
2.053,4.172303,0.0
2.11349,2.998997,0.0
2.529427,4.395048,0.0
2.5425,3.561838,0.0
1.350164,3.104984,0.0
3.004762,4.144,0.0
3.061478,4.411923,0.0
2.584428,4.270155,0.0
1.829631,4.248446,0.0
1.784634,3.927754,0.0
2.003875,3.777266,0.0
1.514129,4.001457,0.0
2.48921,3.386943,0.0
2.271946,2.834211,0.0
1.579523,2.907993,0.0
0.998113,3.092769,0.0
2.048789,2.855329,0.0
1.293537,3.686203,0.0
2.168521,3.88231,0.0
1.63577,3.733583,0.0
2.144827,3.469386,0.0
2.649897,3.702522,0.0
2.16392,3.891354,0.0
2.78496,4.229257,0.0
2.667743,3.218386,0.0
1.929401,2.782932,0.0
2.077041,3.27465,0.0
1.909236,3.485224,0.0
2.541809,2.229435,0.0
2.345669,3.653533,0.0
1.67985,3.864974,0.0
2.427411,4.067914,0.0
1.756228,3.732175,0.0
1.679476,3.910234,0.0
1.53469,3.96352,0.0
2.217098,3.749938,0.0
2.510226,3.800859,0.0
3.403739,3.395802,0.0
2.549579,1.715501,0.0
2.956863,3.140733,0.0
2.609261,2.664692,0.0
2.553679,2.744104,0.0
3.310688,1.173382,0.0
3.1763,3.176163,0.0
2.440051,1.979397,0.0
2.618894,1.238052,0.0
2.965867,3.33046,0.0
2.647487,1.841085,0.0
3.430703,2.132752,0.0
2.236566,2.974388,0.0
4.418118,2.249098,0.0
2.201203,1.850446,0.0
3.400443,1.150938,0.0
4.059908,2.886183,0.0
3.048149,2.336094,0.0
3.78652,2.184086,0.0
3.982986,2.983378,0.0
4.224141,2.807432,0.0
4.470732,2.887569,0.0
3.433983,2.1872,0.0
4.577741,2.459316,0.0
4.222184,1.938651,0.0
3.652996,1.930521,0.0
4.178323,2.335095,0.0
2.989427,1.165188,0.0
3.622439,3.259689,0.0
3.11465,1.903534,0.0
3.421689,2.813848,0.0
3.486354,1.963605,0.0
3.588076,2.208722,0.0
2.973615,1.659071,0.0
2.764961,1.965239,0.0
2.809388,2.328796,0.0
2.50519,1.100409,0.0
2.51644,1.432804,0.0
1.815331,1.616478,0.0
4.050072,2.442899,0.0
3.100372,2.357709,0.0
2.590573,1.912063,0.0
1.568096,0.329681,0.0
2.20384,1.66217,0.0
2.308298,1.45989,0.0
2.01772,1.482475,0.0
2.953658,1.774804,0.0
2.562853,1.670649,0.0
2.006353,1.323476,0.0
1.732037,1.767884,0.0
2.383773,1.577016,0.0
2.96062,1.496268,0.0
2.02811,1.408326,0.0
1.612612,1.196144,0.0
2.818867,1.966197,0.0
2.019029,2.086365,0.0
2.014223,2.19171,0.0
2.214835,2.581258,0.0
2.385278,2.644069,0.0
2.057886,2.864455,0.0
2.285815,1.842062,0.0
2.115041,2.407381,0.0
1.261815,1.949296,0.0
0.948136,1.593106,0.0
2.327919,1.907491,0.0
2.643801,2.540468,0.0
1.358694,2.379435,0.0
2.003979,1.891966,0.0
1.300264,1.724246,0.0
0.856472,2.669774,0.0
0.586542,2.628492,0.0
0.51294,2.076069,0.0
1.903125,2.565119,0.0
2.085155,2.887983,0.0
1.718123,2.841658,0.0
1.725141,3.290972,0.0
2.526382,3.141197,0.0
2.477084,3.71697,0.0
1.152965,2.480958,0.0
1.262544,0.675483,0.0
0.867706,2.967994,0.0
1.042025,2.933259,0.0
2.766244,2.579049,0.0
0.843045,1.667033,0.0
2.367355,0.978392,0.0
1.778673,2.163054,0.0
3.055059,2.504641,0.0
1.579788,1.482441,0.0
1.711948,2.310959,0.0
0.883717,2.127354,0.0
1.579715,1.638216,0.0
0.418754,1.073266,0.0
0.915397,1.285848,0.0
0.877375,1.747603,0.0
0.47455,1.651912,0.0
1.718119,2.163302,0.0
0.034954,0.759395,0.0
1.817574,1.128088,0.0
2.60259,0.994581,0.0
2.042974,2.204028,0.0
1.85046,2.048023,0.0
0.921744,1.830283,0.0
2.10703,1.537403,0.0
1.814805,1.025943,0.0
1.504673,0.896043,0.0
0.774947,1.085482,0.0
1.315983,0.26352,0.0
2.432277,0.784953,0.0
2.04511,1.526874,0.0
2.662699,1.554979,0.0
1.863603,1.384609,0.0
0.974177,1.823142,0.0
0.993064,1.612256,0.0
-0.224537,1.046086,0.0
0.30372,1.019859,0.0
0.405644,1.485431,0.0
-0.366618,2.129289,0.0
0.562848,0.60782,0.0
-0.118917,0.621784,0.0
0.333483,1.439008,0.0
-0.705457,1.66054,0.0
-0.322472,0.979031,0.0
-1.205031,0.991,0.0
-1.082896,1.002401,0.0
-0.290237,1.518529,0.0
-0.897923,1.269109,0.0
3.485296,-2.496892,1.0
3.024186,-1.932096,1.0
4.643116,-2.424087,1.0
3.913026,-1.48619,1.0
4.231149,-1.888048,1.0
3.950958,-2.17633,1.0
2.917513,-1.658611,1.0
3.027344,-2.040701,1.0
2.207621,-2.416492,1.0
3.225946,-1.521209,1.0
2.567452,-2.444932,1.0
3.532814,-2.061666,1.0
3.738608,-2.254426,1.0
4.866933,-3.033757,1.0
4.664623,-2.89667,1.0
3.26189,-2.624492,1.0
3.605788,-2.480945,1.0
3.68319,-2.01193,1.0
